id,card_number,venue,venue_label,position,difficulty,success_condition,text,success_text,char_count,tier,print_position,family_safe,timed,duration_seconds,flags
"P08-TC-3",8,"the_club","The Club",3,2,"objective","Player to your left gives you a tune by humming it. You sing four lines of new, improvised lyrics over it.","Four lines delivered. Tune followed.",106,"expansion",,true,false,,"EXPANSION"
"P08-TC-4",8,"the_club","The Club",4,3,"objective","The table votes on a song. You perform it — but every noun is replaced with a noun shouted by the player to your right, live, as you sing. No stopping to negotiate.","Song performed, substitutions accepted in real time, no full stops.",164,"core",3,true,false,,""
"P08-RS-1",8,"royal_show","The Royal Show",1,1,"objective","Player to your right mimes an action. You copy it — but bigger. Then bigger again. 15 seconds total.","Original action readable. Two escalations visible.",100,"core",1,true,true,15,""
"P08-RS-2",8,"royal_show","The Royal Show",2,2,"objective","Player to your left gives you a prop — any object on the table. Mime a 20-second act using only that prop.","Prop used throughout. Act has a beginning and end. No words.",106,"core",2,true,true,20,""
"P08-RS-3",8,"royal_show","The Royal Show",3,2,"named_judge","The table nominates a volunteer. You mime directing that player through a task they cannot see you describing. 20 seconds. No words or sounds.","Named judge confirms task was communicated clearly.",142,"expansion",,true,true,20,"EXPANSION COND-OVERRIDE"
"P08-RS-4",8,"royal_show","The Royal Show",4,3,"objective","Each player mimes one movement — go around the table quickly. You must chain all movements into a 30-second continuous performance. No words.","All movements incorporated. Performance is continuous.",141,"core",3,true,true,30,""
"P08-SP-1",8,"school_play","The School Play",1,1,"named_judge","Player to your left gives you an emotion. Deliver this line with that emotion completely: ""Could someone pass the gravy?"" One attempt only.","Named judge confirms emotion readable and committed.",139,"core",1,true,false,,""
"P08-SP-2",8,"school_play","The School Play",2,2,"named_judge","Player to your right gives you an accent. Player to your left gives you an occupation. Perform a 20-second scene combining both.","Named judge confirms both accent and occupation readable.",128,"core",2,true,true,20,""
"P08-SP-3",8,"school_play","The School Play",3,2,"named_judge","The table gives you a setting, a character, and a line of dialogue. Perform a 20-second scene incorporating all three.","Named judge confirms all three elements used and character committed.",118,"expansion",,true,true,20,"EXPANSION"
"P08-SP-4",8,"school_play","The School Play",4,3,"named_judge","Each player gives you one instruction for how to perform — louder, slower, angrier, etc. Deliver this speech incorporating all instructions simultaneously: ""I would like to thank everyone for coming.""","Named judge confirms all instructions applied and speech completed.",200,"core",3,true,false,,""
"P09-CL-1",9,"comedy_lounge","Comedy Lounge",1,1,"objective","Tell three jokes in 30 seconds. They do not need to be good. They need to be three jokes.","Three setups and three punchlines delivered in 30 seconds.",89,"core",1,true,true,30,"COND-OVERRIDE"
"P09-CL-2",9,"comedy_lounge","Comedy Lounge",2,2,"vote","Tell a joke without using the words ""the,"" ""a,"" or ""and."" No pausing to self-correct.","Forbidden words not used. Punchline lands. Majority decides.",85,"core",2,true,false,,""
"P09-CL-3",9,"comedy_lounge","Comedy Lounge",3,2,"vote","Deliver a 20-second comedy bit speaking only in questions. Every sentence must be a question.","Every sentence is a question. Majority decides if it was funny.",93,"expansion",,true,true,20,"EXPANSION"
"P09-CL-4",9,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 45-second stand-up set in which every sentence must make the table laugh or groan before you can say the next one. If two sentences pass in silence, you fail.","No two consecutive silent sentences. Majority decides on each.",168,"core",3,true,true,45,""
"P09-TC-1",9,"the_club","The Club",1,1,"objective","Sing as many Christmas song titles as you can in 20 seconds — to any tune — without repeating.","At least five titles. No repeats. Sung, not spoken.",94,"core",1,true,true,20,""
"P09-TC-2",9,"the_club","The Club",2,2,"objective","Improvise a four-line rhyming verse in under 20 seconds. No composing time — start immediately.","Four lines. Rhyme pairs land. Delivered in under 20 seconds.",95,"core",2,true,true,20,""
"P09-TC-3",9,"the_club","The Club",3,2,"objective","Sing any verse of any song — but every word must be replaced with the word ""cracker."" Tune maintained. No hesitation.","Full verse, ""cracker"" only, tune maintained, no stops.",117,"expansion",,true,false,,"EXPANSION"
"P09-TC-4",9,"the_club","The Club",4,3,"vote","Perform a 30-second song with no repeated words. Any song, any tune — but the moment you repeat a word, you fail.","Majority tracks repeated words. 30 seconds reached. Majority decides.",113,"core",3,true,true,30,"COND-OVERRIDE"
"P09-RS-1",9,"royal_show","The Royal Show",1,1,"objective","Mime five different emotions in 15 seconds — player to your left calls them out one at a time.","Five distinct expressions. Named judge confirms each is readable.",94,"core",1,true,true,15,""
"P09-RS-2",9,"royal_show","The Royal Show",2,2,"objective","Mime building something — anything — in 15 seconds. Table must identify it. No extra time.","Table identifies the object in under five seconds of viewing.",90,"core",2,true,true,15,""
"P09-RS-3",9,"royal_show","The Royal Show",3,2,"objective","Perform a 20-second mime in which you change your entire physicality — age, size, mood — every five seconds. Four distinct states. No words.","Four distinct states. Transitions visible. No overlap.",140,"expansion",,true,true,20,"EXPANSION"
"P09-RS-4",9,"royal_show","The Royal Show",4,3,"objective","Perform a complete story — setup, conflict, resolution — in mime, in 20 seconds. No words, no sounds. Table must identify all three stages without being told.","All three stages identified by majority.",158,"core",3,true,true,20,""
"P09-SP-1",9,"school_play","The School Play",1,1,"named_judge","Deliver this line in three completely different accents, back to back, no pausing: ""Merry Christmas, everyone.""","Named judge confirms three distinct accents, no pauses between.",111,"core",1,true,false,,""
"P09-SP-2",9,"school_play","The School Play",2,2,"named_judge","Perform a 20-second scene speaking only in one-word sentences. Every sentence: one word. No exceptions.","Named judge confirms one-word sentences throughout and scene committed.",103,"core",2,true,true,20,""
"P09-SP-3",9,"school_play","The School Play",3,2,"named_judge","Perform a 20-second dramatic monologue in which you must change emotion completely every five seconds. Four emotions, called by the table.","Named judge confirms four distinct emotions and four transitions.",138,"expansion",,true,true,20,"EXPANSION"
"P09-SP-4",9,"school_play","The School Play",4,3,"named_judge","Perform a 30-second scene that begins in whispers and ends in full theatrical volume — linear escalation, no jumps. Scene content: your choice.","Named judge confirms linear escalation and committed scene.",143,"core",3,true,true,30,""
"P10-CL-1",10,"comedy_lounge","Comedy Lounge",1,1,"vote","Tell a joke about something that has already happened at this table tonight. Must have a punchline.","Event recognisable. Punchline lands. Majority decides.",99,"core",1,true,false,,""
"P10-CL-2",10,"comedy_lounge","Comedy Lounge",2,2,"vote","Reference the worst performance at this table so far tonight — kindly — in a 20-second stand-up bit. Must end with a compliment.","Performance recognisable. Compliment lands. Majority decides.",128,"core",2,true,true,20,""
"P10-CL-3",10,"comedy_lounge","Comedy Lounge",3,2,"vote","Deliver a 20-second ""previously on"" recap of this game so far — in the voice of a dramatic TV narrator. At least three events referenced.","Three events confirmed by table. Drama committed. Majority decides.",137,"expansion",,true,true,20,"EXPANSION"
"P10-CL-4",10,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 40-second roast of the current leader — the player with the most tokens. Reference at least two specific things they have done in this game. Affectionate. Ends with genuine encouragement.","Two game moments referenced, encouragement delivered, majority decides.",197,"core",3,false,true,40,""
"P10-TC-1",10,"the_club","The Club",1,1,"objective","Sing a four-line song about the first prompt anyone performed tonight. Must be recognisable as a reference.","First prompt identifiable from lyrics. Four lines completed.",107,"core",1,true,false,,""
"P10-TC-2",10,"the_club","The Club",2,2,"objective","Perform a four-line rhyming verse summarising the game so far — one line per round if possible. 30 seconds to compose.","Game events referenced, four lines, rhyme pairs land.",118,"core",2,true,false,,""
"P10-TC-3",10,"the_club","The Club",3,2,"objective","Perform a jingle about the best moment of the evening so far. Must name the player involved. 20 seconds.","Moment identifiable, player named, jingle completed.",104,"expansion",,true,true,20,"EXPANSION"
"P10-TC-4",10,"the_club","The Club",4,3,"vote","Perform a 30-second musical tribute to every player at the table — one line each, in order. Every line must rhyme with the previous.","Every player gets a line. Chain rhyme maintained. Majority decides.",132,"core",3,true,true,30,"COND-OVERRIDE"
"P10-RS-1",10,"royal_show","The Royal Show",1,1,"objective","Mime re-enacting the funniest moment of the game so far. 15 seconds.","Majority identifies the moment without being told.",68,"core",1,true,true,15,""
"P10-RS-2",10,"royal_show","The Royal Show",2,2,"objective","Mime re-enacting the worst performance of the game so far — affectionately. 20 seconds. No words.","Majority identifies the performance. Affection readable.",97,"core",2,true,true,20,""
"P10-RS-3",10,"royal_show","The Royal Show",3,2,"named_judge","Mime a highlight reel — three moments from the game, back to back, five seconds each. No words.","Named judge confirms three distinct moments and transitions.",95,"expansion",,true,true,15,"EXPANSION COND-OVERRIDE"
"P10-RS-4",10,"royal_show","The Royal Show",4,3,"objective","Mime a slow-motion replay of the most dramatic moment of the game — with commentary from the table calling out what they're seeing. 30 seconds. No words from you.","Table provides commentary. Moment identifiable. 30 seconds reached.",162,"core",3,true,true,30,""
"P10-SP-1",10,"school_play","The School Play",1,1,"named_judge","Deliver this line as a callback to the first thing anyone said in this game: ""And that, ladies and gentlemen, is where it all began.""","Named judge confirms callback is genuine and delivery committed.",133,"core",1,true,false,,""
"P10-SP-2",10,"school_play","The School Play",2,2,"named_judge","Perform a 20-second scene: you are a documentarian interviewing the table about the events of tonight's game. At least two players asked a question.","Named judge confirms documentarian character and two questions.",148,"core",2,true,true,20,""
"P10-SP-3",10,"school_play","The School Play",3,2,"named_judge","Perform a 20-second ""director's commentary"" on the best performance of the game so far — what worked, what didn't, what it meant. Stay in character as a pompous critic.","Named judge confirms pomposity held and performance identified.",168,"expansion",,true,true,20,"EXPANSION"
"P10-SP-4",10,"school_play","The School Play",4,3,"named_judge","Perform a 40-second dramatic courtroom scene in which you prosecute the player to your left for their worst performance tonight. Call one witness. Evidence must be specific.","Named judge confirms case built, witness called, evidence specific.",173,"core",3,true,true,40,""
"P11-CL-1",11,"comedy_lounge","Comedy Lounge",1,1,"vote","Pick up any object on the table. Tell a joke where that object is the punchline.","Object used in punchline. Majority confirms it landed.",80,"core",1,true,false,,""
"P11-CL-2",11,"comedy_lounge","Comedy Lounge",2,2,"vote","Hold up any object from the table. Deliver a 20-second infomercial for it as if it is the greatest invention of the century. Absolute conviction.","Object held throughout. Conviction maintained. Majority decides.",145,"core",2,true,true,20,""
"P11-CL-3",11,"comedy_lounge","Comedy Lounge",3,2,"vote","Pick any object from the table. It is now evidence in a criminal trial. Deliver a 20-second closing argument.","Object is evidence. Argument is constructed. Majority decides.",109,"expansion",,true,true,20,"EXPANSION"
"P11-CL-4",11,"comedy_lounge","Comedy Lounge",4,3,"vote","Pick any two objects from the table. Perform a 30-second stand-up bit in which these objects are the protagonist and antagonist of a story. Name them. Give them voices.","Both objects have names and voices. Story has conflict. Majority decides.",168,"core",3,true,true,30,""
"P11-TC-1",11,"the_club","The Club",1,1,"objective","Pick up any object from the table. Sing a four-line love song to it. Any tune.","Object addressed directly. Four lines. Romantic intent clear.",78,"core",1,true,false,,""
"P11-TC-2",11,"the_club","The Club",2,2,"objective","Choose any object from the table. Perform a four-line rhyming eulogy for it as if it has just died.","Object named. Four lines. Rhyme pairs land. Gravity maintained.",99,"core",2,true,false,,""
"P11-TC-3",11,"the_club","The Club",3,2,"objective","Pick any object from the table. Perform a four-line jingle revealing its dark secret. Must scan and rhyme.","Object named, secret implied, rhyme pairs land, jingle completed.",106,"expansion",,true,false,,"EXPANSION"
"P11-TC-4",11,"the_club","The Club",4,3,"vote","Pick any three objects from the table. Perform a 30-second song in which each object gets its own verse. Objects must be addressed by name.","Three verses. Three objects named. Song structure maintained. Majority decides.",139,"core",3,true,true,30,"COND-OVERRIDE"
"P11-RS-1",11,"royal_show","The Royal Show",1,1,"objective","Pick up any object from the table. Mime using it for something it was not designed to do. 15 seconds.","Alternative use readable. No words.",101,"core",1,true,true,15,""
"P11-RS-2",11,"royal_show","The Royal Show",2,2,"objective","Pick any object from the table. Mime it as a dangerous weapon — with appropriate caution and respect. 20 seconds. No words.","Weapon and caution both readable.",123,"core",2,true,true,20,""
"P11-RS-3",11,"royal_show","The Royal Show",3,2,"named_judge","Pick any object from the table. Perform a 20-second mime in which this object is alive and trying to escape. No words, no sounds.","Named judge confirms object's aliveness and escape attempt are readable.",129,"expansion",,true,true,20,"EXPANSION COND-OVERRIDE"
"P11-RS-4",11,"royal_show","The Royal Show",4,3,"objective","Pick any two objects from the table. Perform a 30-second mime in which they are in a relationship that has just ended. No words, no sounds.","Both objects, relationship, and ending all readable without prompting.",139,"core",3,true,true,30,""
"P11-SP-1",11,"school_play","The School Play",1,1,"named_judge","Pick up any object from the table. Deliver this line to it, in character: ""I never thought it would come to this between us.""","Named judge confirms object addressed directly and emotion committed.",125,"core",1,true,false,,""
"P11-SP-2",11,"school_play","The School Play",2,2,"named_judge","Choose any object from the table. Perform a 20-second scene in which this object is a character with feelings, and you must deliver bad news to it.","Named judge confirms object's character and bad news scene committed.",147,"core",2,true,true,20,""
"P11-SP-3",11,"school_play","The School Play",3,2,"named_judge","Pick any object. It is a sacred artefact. Perform a 20-second scene in which you are an archaeologist discovering it for the first time.","Named judge confirms discovery, reverence, and character all committed.",136,"expansion",,true,true,20,"EXPANSION"
"P11-SP-4",11,"school_play","The School Play",4,3,"named_judge","Pick any two objects. Cast them as the leads in a 40-second dramatic scene — give each a name, a voice, and a conflict. Perform all roles.","Named judge confirms distinct names, voices, and conflict for both objects.",138,"core",3,true,true,40,""
"P12-CL-1",12,"comedy_lounge","Comedy Lounge",1,1,"vote","Tell a joke — but deliver the setup with complete devastation and the punchline with pure joy. Whiplash required.","Emotional contrast readable. Punchline lands. Majority decides.",113,"core",1,true,false,,""
"P12-CL-2",12,"comedy_lounge","Comedy Lounge",2,2,"vote","Deliver a 20-second apology — for something you did not do — with absolute sincerity. No irony. No smiling.","Sincerity maintained throughout. Majority confirms no irony detected.",107,"core",2,true,true,20,""
"P12-CL-3",12,"comedy_lounge","Comedy Lounge",3,2,"vote","Tell a joke about something genuinely sad — but make it funny. Respect the sadness. Find the funny anyway.","Sadness acknowledged. Funny found. Majority decides.",106,"expansion",,true,false,,"EXPANSION"
"P12-CL-4",12,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 40-second stand-up bit in which your emotional state changes completely every 10 seconds — joy, fury, grief, pride. The material stays the same; only your state changes.","Four states confirmed by majority. Transitions visible. Material consistent.",179,"core",3,true,true,40,""
"P12-TC-1",12,"the_club","The Club",1,1,"objective","Sing any happy song — with complete devastation. Tune correct. Emotion wrong.","Song recognisable. Devastation maintained. Full verse completed.",77,"core",1,true,false,,""
"P12-TC-2",12,"the_club","The Club",2,2,"objective","Perform a four-line ballad about something trivial — a lost pen, a cold cup of tea — with the emotional weight of a national tragedy.","Subject trivial. Emotion enormous. Four lines. Rhymes land.",133,"core",2,true,false,,""
"P12-TC-3",12,"the_club","The Club",3,2,"objective","Sing any song — but begin in a whisper and end at full operatic volume. Linear escalation. No jumps.","Escalation linear. Both ends of the scale reached. Song identifiable.",100,"expansion",,true,false,,"EXPANSION"
"P12-TC-4",12,"the_club","The Club",4,3,"vote","Perform a 30-second song that expresses two completely contradictory emotions simultaneously — joy and grief, pride and shame, love and fury. Sung throughout.","Both emotions readable. Contradiction sustained. Majority decides.",158,"core",3,true,true,30,"COND-OVERRIDE"
"P12-RS-1",12,"royal_show","The Royal Show",1,1,"objective","Mime receiving the best news of your life — then immediately receiving the worst. Back to back. 15 seconds.","Both reactions readable and distinct. No words.",107,"core",1,true,true,15,""
"P12-RS-2",12,"royal_show","The Royal Show",2,2,"objective","Mime a person trying to hold in an enormous laugh in a very serious situation. 20 seconds. No sounds.","Situation seriousness and suppressed laughter both readable.",101,"core",2,true,true,20,""
"P12-RS-3",12,"royal_show","The Royal Show",3,2,"named_judge","Mime falling in love — over 20 seconds — with an inanimate object on the table. Full arc: noticing, interest, devotion. No words, no sounds.","Named judge confirms all three stages of the arc.",140,"expansion",,true,true,20,"EXPANSION COND-OVERRIDE"
"P12-RS-4",12,"royal_show","The Royal Show",4,3,"objective","Perform a 30-second mime in which you experience five emotions in sequence — called by the table — and each one must be readable within three seconds of the call. No words, no sounds.","All five emotions readable within three seconds each. Majority confirms.",183,"core",3,true,true,30,""
"P12-SP-1",12,"school_play","The School Play",1,1,"named_judge","Deliver this line with absolute fury: ""Would anyone like more potatoes?"" No smiling. No breaking.","Named judge confirms fury maintained and no break detected.",97,"core",1,true,false,,""
"P12-SP-2",12,"school_play","The School Play",2,2,"named_judge","Perform a 20-second scene in which you are trying very hard to be calm — and failing. The subject: something minor, like a slightly uncomfortable chair.","Named judge confirms escalation, subject, and failing calm.",152,"core",2,true,true,20,""
"P12-SP-3",12,"school_play","The School Play",3,2,"named_judge","Player to your right names two contradictory emotions. Deliver this line expressing both simultaneously: ""Well. Here we are.""","Named judge confirms both emotions readable in the one line.",125,"expansion",,true,false,,"EXPANSION"
"P12-SP-4",12,"school_play","The School Play",4,3,"named_judge","Perform a 40-second scene in which your character begins completely composed and ends in total emotional collapse — over something increasingly trivial. Show the full journey.","Named judge confirms journey, triviality, and collapse all committed.",175,"core",3,true,true,40,""
"P13-CL-1",13,"comedy_lounge","Comedy Lounge",1,1,"vote","Tell a joke about Australian summer Christmas — the heat, the flies, the barbie, the beach. Must have a punchline.","Australian context clear. Punchline lands. Majority decides.",114,"core",1,true,false,,""
"P13-CL-2",13,"comedy_lounge","Comedy Lounge",2,2,"vote","Deliver a 20-second stand-up bit about any Australian animal — why it is ridiculous, dangerous, or both. Must have at least two observations.","Two observations land. Animal identifiable. Majority decides.",141,"core",2,true,true,20,""
"P13-CL-3",13,"comedy_lounge","Comedy Lounge",3,2,"vote","Tell a joke that only makes sense if you grew up in Australia. If anyone at the table doesn't get it, explain it — the explanation becomes part of the bit.","Joke attempted. Australian context real. Majority decides.",155,"expansion",,true,false,,"EXPANSION"
"P13-CL-4",13,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 40-second stand-up bit about any Australian institution — the surf club, the Royal Show, Bunnings, the school play — as if explaining it to someone who has never heard of it.","Institution named. Explanation given. Majority decides.",184,"core",3,true,true,40,""
"P13-TC-1",13,"the_club","The Club",1,1,"objective","Perform one verse of ""Down Under"" — but replace the original lyrics with lyrics about this Christmas dinner. Same tune.","Tune maintained. Dinner referenced. Full verse completed.",119,"core",1,true,false,,""
"P13-TC-2",13,"the_club","The Club",2,2,"objective","Perform a four-line bush ballad about any Australian animal. Must have the rhythm and tone of a Banjo Paterson poem. 30 seconds to compose.","Four lines. Ballad rhythm. Animal named.",139,"core",2,true,false,,""
"P13-TC-3",13,"the_club","The Club",3,2,"objective","Perform a four-line drinking song in which the chorus is any Australian slang phrase — used correctly. Your choice of phrase and tune.","Slang phrase used correctly as a chorus. Four lines. Tune maintained.",134,"expansion",,true,false,,"EXPANSION"
"P13-TC-4",13,"the_club","The Club",4,3,"vote","Perform a 30-second anthem for Australia's most underappreciated animal. Make the case. Sing it. Mean it.","Animal named. Case made musically. Majority decides if it convinced them.",105,"core",3,true,true,30,"COND-OVERRIDE"
"P13-RS-1",13,"royal_show","The Royal Show",1,1,"objective","Mime attending a Bunnings sausage sizzle — queue, order, sauce decision, eating. 20 seconds.","All four stages readable. No words.",92,"core",1,true,true,20,""
"P13-RS-2",13,"royal_show","The Royal Show",2,2,"objective","Mime an Australian animal encountering a Christmas tree for the first time. 20 seconds. No words.","Animal and reaction both readable.",97,"core",2,true,true,20,""
"P13-RS-3",13,"royal_show","The Royal Show",3,2,"named_judge","Mime a cricket match — you play all roles: bowler, batter, fielder, and crowd — in 25 seconds. No words, no sounds.","Named judge confirms all four roles distinct and game readable.",115,"expansion",,true,true,25,"EXPANSION COND-OVERRIDE"
"P13-RS-4",13,"royal_show","The Royal Show",4,3,"objective","Mime a 30-second scene at a Royal Show: you are competing in an event, something goes wrong, the crowd reacts, and you recover. You play all roles. No words, no sounds.","Event, failure, crowd, and recovery all readable. Majority confirms.",168,"core",3,true,true,30,""
"P13-SP-1",13,"school_play","The School Play",1,1,"named_judge","Deliver this line in a thick Australian accent, with full national pride: ""Yeah, look, it's not for everyone.""","Named judge confirms accent authentic and pride committed.",110,"core",1,true,false,,""
"P13-SP-2",13,"school_play","The School Play",2,2,"named_judge","Perform a 20-second scene: you are a tourist encountering an Australian animal for the first time. Animal of the table's choice.","Named judge confirms tourist character, animal, and encounter committed.",128,"core",2,true,true,20,""
"P13-SP-3",13,"school_play","The School Play",3,2,"named_judge","Perform a 20-second scene: you are a tour guide explaining this Christmas dinner to an international visitor as if it is a sacred Australian ritual.","Named judge confirms character, visitor acknowledged, and ritual gravity held.",148,"expansion",,true,true,20,"EXPANSION"
"P13-SP-4",13,"school_play","The School Play",4,3,"named_judge","Perform a 40-second dramatic monologue as any figure from Australian history — real or legendary — addressing this table as if it represents the nation.","Named judge confirms figure identifiable, address committed, and gravitas sustained.",152,"core",3,false,true,40,""
"P14-CL-1",14,"comedy_lounge","Comedy Lounge",1,1,"vote","You and the player to your left each tell a one-liner on the same topic — table names the topic. The table votes for the funnier one. You go first.","Table votes. Winner is the funnier one-liner.",147,"core",1,false,false,,""
"P14-CL-2",14,"comedy_lounge","Comedy Lounge",2,2,"vote","You and the player to your right have 30 seconds each to deliver a stand-up bit on the same subject. Table names the subject. Table votes.","Both perform. Table votes on the better bit.",138,"core",2,false,true,30,""
"P14-CL-3",14,"comedy_lounge","Comedy Lounge",3,2,"vote","You and the player to your left alternate lines of a joke — you set up, they punch, you set up again, they punch again. Four lines total. Table votes on whether it worked.","Four alternating lines. Majority decides if the structure produced something funny.",171,"expansion",,false,false,,"EXPANSION"
"P14-CL-4",14,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 30-second roast battle with the player across from you. Alternating — you go first, then them. Two rounds each. Keep it warm. Table votes on the winner.","Two rounds each. Table votes. Warmth maintained throughout.",162,"core",3,false,true,30,""
"P14-TC-1",14,"the_club","The Club",1,1,"vote","You and the player to your left each sing one line of the same song — simultaneously, in your own key. Table decides who stayed in tune better.","Both sing simultaneously. Majority picks the more in-tune performer.",143,"core",1,false,false,,"COND-OVERRIDE"
"P14-TC-2",14,"the_club","The Club",2,2,"vote","You and the player to your right both improvise a four-line rhyme on the same topic — table names it. 30 seconds each to compose. Table votes.","Both perform. Majority votes on better rhyme.",142,"core",2,false,false,,"COND-OVERRIDE"
"P14-TC-3",14,"the_club","The Club",3,2,"vote","Perform a 20-second rap battle with the player to your left. Alternating two-line verses. You start. Table votes.","Alternating verses. At least two rounds each. Majority votes.",113,"expansion",,false,true,20,"EXPANSION COND-OVERRIDE"
"P14-TC-4",14,"the_club","The Club",4,3,"vote","You and the player across from you perform a 30-second duet — but you have not agreed on the song. Begin simultaneously. Whoever adapts to the other's song wins. Table votes.","Both begin. Adaptation confirmed. Majority votes on who adapted.",174,"core",3,false,true,30,"COND-OVERRIDE"
"P14-RS-1",14,"royal_show","The Royal Show",1,1,"objective","You and the player to your left both mime the same object simultaneously — table names it. Table votes on who was clearer.","Both mime simultaneously. Majority votes on clarity.",122,"core",1,false,false,,""
"P14-RS-2",14,"royal_show","The Royal Show",2,2,"vote","You and the player to your right have 15 seconds each to mime the same emotion — table names it. Table votes on who committed more.","Both mime. Majority votes on commitment.",131,"core",2,false,true,15,"COND-OVERRIDE"
"P14-RS-3",14,"royal_show","The Royal Show",3,2,"named_judge","Mirror challenge: you mime any action, the player to your left must mirror it simultaneously. Hold for 20 seconds. Table votes on synchronisation.","Named judge confirms synchronisation quality.",146,"expansion",,false,true,20,"EXPANSION COND-OVERRIDE"
"P14-RS-4",14,"royal_show","The Royal Show",4,3,"vote","You and the player across from you perform a 30-second mime scene together — no planning, no words. Establish a location, a conflict, a resolution. Table votes on who drove the scene.","Scene has location, conflict, resolution. Majority votes on who led.",183,"core",3,false,true,30,"COND-OVERRIDE"
"P14-SP-1",14,"school_play","The School Play",1,1,"named_judge","You and the player to your left both deliver the same line in different accents — table names the line. Table votes on who committed more. ""I had absolutely nothing to do with it.""","Named judge votes on commitment.",180,"core",1,false,false,,""
"P14-SP-2",14,"school_play","The School Play",2,2,"vote","Perform a 20-second improvised scene with the player to your right. Table gives you: a location and a problem. No planning. Table votes on who stayed in character better.","Scene performed. Majority votes on character.",170,"core",2,false,true,20,"COND-OVERRIDE"
"P14-SP-3",14,"school_play","The School Play",3,2,"named_judge","You and the player to your left both perform a 15-second dramatic reading of the same Christmas cracker joke. Table votes on the more committed performance.","Named judge votes.",156,"expansion",,false,true,15,"EXPANSION"
"P14-SP-4",14,"school_play","The School Play",4,3,"vote","Perform a 40-second two-person scene with the player across from you. One of you is telling the truth. One is lying. Table must guess who is who. No planning.","Scene performed. Majority guesses. Neither player may confirm until guessed.",158,"core",3,false,true,40,"COND-OVERRIDE"
"P15-CL-1",15,"comedy_lounge","Comedy Lounge",1,1,"vote","Tell a joke — but replace every verb with the word ""cracker."" Deliver it straight.","Every verb replaced. Punchline attempted. Majority decides.",82,"core",1,true,false,,""
"P15-CL-2",15,"comedy_lounge","Comedy Lounge",2,2,"vote","Deliver a 20-second stand-up bit about a topic named by the player to your right — but speak only in questions.","Topic addressed. Every sentence a question. Majority decides.",111,"core",2,true,true,20,""
"P15-CL-3",15,"comedy_lounge","Comedy Lounge",3,2,"vote","Perform a 20-second stand-up bit — but every time someone at the table coughs, sneezes, or laughs, you must restart from the beginning.","Interruptions restarted. Bit completed or 60 seconds elapsed. Majority decides.",135,"expansion",,true,true,20,"EXPANSION"
"P15-CL-4",15,"comedy_lounge","Comedy Lounge",4,3,"vote","Tell a joke — but the player to your left writes the punchline on a piece of paper before you start. You must construct a setup that makes their punchline work. You see the punchline only when you deliver it.","Setup constructed. Punchline read cold. Majority decides if it landed.",208,"core",3,true,false,,""
"P15-TC-1",15,"the_club","The Club",1,1,"objective","Sing any song — but replace all vowels with the sound ""ah.""","Full verse. All vowels replaced. Tune maintained.",59,"core",1,true,false,,""
"P15-TC-2",15,"the_club","The Club",2,2,"objective","Perform a four-line rhyme in which the last word of each line is provided by a different player, live, as you reach it. No preparation.","Four lines. Four different players supply end words. Rhymes attempted.",135,"core",2,true,false,,""
"P15-TC-3",15,"the_club","The Club",3,2,"objective","Sing a 20-second song about a topic named by the table — but you may only use words of one syllable.","Topic addressed. Monosyllables only. 20 seconds reached.",100,"expansion",,true,true,20,"EXPANSION"
"P15-TC-4",15,"the_club","The Club",4,3,"vote","Perform a 30-second song in a made-up language. Must sound like a real language. Must have a chorus. Table votes on whether it sounded convincing.","Made-up language sustained. Chorus present. Majority decides on convincingness.",146,"core",3,true,true,30,"COND-OVERRIDE"
"P15-RS-1",15,"royal_show","The Royal Show",1,1,"objective","Mime being controlled by an invisible puppeteer for 15 seconds. Every movement is dictated by the player to your left, who calls it out.","All called movements performed. Puppet physicality maintained.",136,"core",1,true,true,15,""
"P15-RS-2",15,"royal_show","The Royal Show",2,2,"objective","Mime in reverse — the table names an activity, you mime it backwards, from end to beginning. 20 seconds. No words.","Activity identifiable in reverse. No words.",114,"core",2,true,true,20,""
"P15-RS-3",15,"royal_show","The Royal Show",3,2,"named_judge","Perform a 20-second mime — but every five seconds, the player to your right calls a new location and you must instantly transport yourself there. No words.","Named judge confirms four location transitions and immediate commitment.",155,"expansion",,true,true,20,"EXPANSION COND-OVERRIDE"
"P15-RS-4",15,"royal_show","The Royal Show",4,3,"objective","Perform a 30-second mime with your non-dominant hand only. Table names the activity. No words, no sounds.","Activity identifiable. Non-dominant hand only. 30 seconds reached.",105,"core",3,true,true,30,""
"P15-SP-1",15,"school_play","The School Play",1,1,"named_judge","Deliver this line — but speak every word in reverse order: ""I have no idea what you are talking about.""","Named judge confirms reverse order and committed delivery.",103,"core",1,true,false,,""
"P15-SP-2",15,"school_play","The School Play",2,2,"named_judge","Perform a 20-second scene — but you may only use the words ""yes,"" ""no,"" ""but,"" and ""really."" No other words.","Named judge confirms vocabulary restriction held and scene committed.",108,"core",2,true,true,20,""
